
===================================================
Simulating (simso.schedulers.EDF) on config (config_overhead_2_50_50.xml) 
with sim module (default_simulator).
Chroms: 30, Gen: 100, ESC: 0.1 0.5 0.4, MR: 1.5
Selection: Roulette, MS: False, Crossover: OX2, Keep Elite: False
===================================================


Rank 3 - Fitness: 658, Migrations: 11, Preemptions: 597, NL: 0.9738, Exceeded Count: 1
Rank 4 - Fitness: 661, Migrations: 9, Preemptions: 602, NL: 0.9807, Exceeded Count: 1
Rank 5 - Fitness: 687, Migrations: 11, Preemptions: 626, NL: 0.9825, Exceeded Count: 1
AVERAGE - Fitness: 1399.15, Migrations: 15.3, Preemptions: 594.8, NL: 0.9540, Exceeded Count: 15.8

Elite: [Chrom2, Chrom21, Chrom60, Chrom73, Chrom25, Chrom55, Chrom65, Chrom86, Chrom99, Chrom57]
Mutating k1(Task 21) and k2(Task 40) in chromosome (84)
Mutating k1(Task 75) and k2(Task 55) in chromosome (84)
Mutating k1(Task 84) and k2(Task 40) in chromosome (84)

(Organism & Chromosome overhead: 0.07 secs)

---------------
Running generation 60..
..Gen 60 running complete. (Time: 97.49 secs).

Rank 1 - Fitness: 648, Migrations: 13, Preemptions: 585, NL: 0.9662, Exceeded Count: 1
Rank 2 - Fitness: 656, Migrations: 16, Preemptions: 590, NL: 0.9796, Exceeded Count: 1
Rank 3 - Fitness: 658, Migrations: 11, Preemptions: 597, NL: 0.9738, Exceeded Count: 1
Rank 4 - Fitness: 661, Migrations: 9, Preemptions: 602, NL: 0.9807, Exceeded Count: 1
Rank 5 - Fitness: 687, Migrations: 11, Preemptions: 626, NL: 0.9825, Exceeded Count: 1
AVERAGE - Fitness: 1375.91, Migrations: 14.6, Preemptions: 594.3, NL: 0.9541, Exceeded Count: 15.3

Elite: [Chrom2, Chrom21, Chrom60, Chrom73, Chrom25, Chrom55, Chrom65, Chrom86, Chrom99, Chrom57]
Mutating k1(Task 12) and k2(Task 23) in chromosome (54)
Mutating k1(Task 2) and k2(Task 57) in chromosome (14)

(Organism & Chromosome overhead: 0.07 secs)

---------------
Running generation 61..
..Gen 61 running complete. (Time: 92.14 secs).

Rank 1 - Fitness: 648, Migrations: 13, Preemptions: 585, NL: 0.9662, Exceeded Count: 1
Rank 2 - Fitness: 656, Migrations: 16, Preemptions: 590, NL: 0.9796, Exceeded Count: 1
Rank 3 - Fitness: 658, Migrations: 11, Preemptions: 597, NL: 0.9738, Exceeded Count: 1
Rank 4 - Fitness: 661, Migrations: 9, Preemptions: 602, NL: 0.9807, Exceeded Count: 1
Rank 5 - Fitness: 669, Migrations: 14, Preemptions: 605, NL: 0.9806, Exceeded Count: 1
AVERAGE - Fitness: 1316.93, Migrations: 14.5, Preemptions: 597.4, NL: 0.9560, Exceeded Count: 14.1

Elite: [Chrom2, Chrom21, Chrom60, Chrom73, Chrom12, Chrom25, Chrom55, Chrom65, Chrom86, Chrom99]
Mutating k1(Task 12) and k2(Task 59) in chromosome (89)

(Organism & Chromosome overhead: 0.07 secs)

---------------
Running generation 62..
..Gen 62 running complete. (Time: 101.81 secs).

Rank 1 - Fitness: 631, Migrations: 9, Preemptions: 622, NL: 0.9777, Exceeded Count: 0
Rank 2 - Fitness: 648, Migrations: 13, Preemptions: 585, NL: 0.9662, Exceeded Count: 1
Rank 3 - Fitness: 656, Migrations: 16, Preemptions: 590, NL: 0.9796, Exceeded Count: 1
Rank 4 - Fitness: 658, Migrations: 11, Preemptions: 597, NL: 0.9738, Exceeded Count: 1
Rank 5 - Fitness: 661, Migrations: 9, Preemptions: 602, NL: 0.9807, Exceeded Count: 1
AVERAGE - Fitness: 1345.74, Migrations: 14.7, Preemptions: 597.0, NL: 0.9554, Exceeded Count: 14.7

Elite: [Chrom52, Chrom2, Chrom21, Chrom60, Chrom73, Chrom12, Chrom25, Chrom55, Chrom65, Chrom86]
Mutating k1(Task 85) and k2(Task 29) in chromosome (50)
Mutating k1(Task 94) and k2(Task 78) in chromosome (50)
Mutating k1(Task 35) and k2(Task 8) in chromosome (80)
Mutating k1(Task 24) and k2(Task 21) in chromosome (80)
Mutating k1(Task 40) and k2(Task 7) in chromosome (80)
Mutating k1(Task 50) and k2(Task 61) in chromosome (80)
Mutating k1(Task 57) and k2(Task 39) in chromosome (44)
Mutating k1(Task 83) and k2(Task 29) in chromosome (44)
Mutating k1(Task 16) and k2(Task 75) in chromosome (44)
Mutating k1(Task 8) and k2(Task 54) in chromosome (56)
Mutating k1(Task 69) and k2(Task 23) in chromosome (56)

(Organism & Chromosome overhead: 0.07 secs)

---------------
Running generation 63..
..Gen 63 running complete. (Time: 89.82 secs).

Rank 1 - Fitness: 631, Migrations: 9, Preemptions: 622, NL: 0.9777, Exceeded Count: 0
Rank 2 - Fitness: 648, Migrations: 13, Preemptions: 585, NL: 0.9662, Exceeded Count: 1
Rank 3 - Fitness: 656, Migrations: 16, Preemptions: 590, NL: 0.9796, Exceeded Count: 1
Rank 4 - Fitness: 658, Migrations: 11, Preemptions: 597, NL: 0.9738, Exceeded Count: 1
Rank 5 - Fitness: 659, Migrations: 14, Preemptions: 595, NL: 0.9761, Exceeded Count: 1
AVERAGE - Fitness: 1358.62, Migrations: 14.4, Preemptions: 595.8, NL: 0.9552, Exceeded Count: 15.0

Elite: [Chrom52, Chrom2, Chrom21, Chrom60, Chrom57, Chrom73, Chrom42, Chrom12, Chrom25, Chrom55]
Mutating k1(Task 48) and k2(Task 29) in chromosome (79)
Mutating k1(Task 89) and k2(Task 75) in chromosome (79)
Mutating k1(Task 18) and k2(Task 47) in chromosome (79)
Mutating k1(Task 27) and k2(Task 29) in chromosome (79)

(Organism & Chromosome overhead: 0.15 secs)

---------------
Running generation 64..
..Gen 64 running complete. (Time: 100.66 secs).

Rank 1 - Fitness: 619, Migrations: 10, Preemptions: 609, NL: 0.9821, Exceeded Count: 0
Rank 2 - Fitness: 631, Migrations: 9, Preemptions: 622, NL: 0.9777, Exceeded Count: 0
Rank 3 - Fitness: 642, Migrations: 13, Preemptions: 629, NL: 0.9803, Exceeded Count: 0
Rank 4 - Fitness: 648, Migrations: 13, Preemptions: 585, NL: 0.9662, Exceeded Count: 1
Rank 5 - Fitness: 656, Migrations: 16, Preemptions: 590, NL: 0.9796, Exceeded Count: 1
AVERAGE - Fitness: 1387.58, Migrations: 14.2, Preemptions: 595.9, NL: 0.9547, Exceeded Count: 15.6

Elite: [Chrom4, Chrom52, Chrom32, Chrom2, Chrom21, Chrom60, Chrom57, Chrom73, Chrom42, Chrom12]
Mutating k1(Task 74) and k2(Task 65) in chromosome (98)
Mutating k1(Task 89) and k2(Task 75) in chromosome (98)
Mutating k1(Task 64) and k2(Task 66) in chromosome (98)
Mutating k1(Task 31) and k2(Task 81) in chromosome (71)
Mutating k1(Task 4) and k2(Task 22) in chromosome (71)

(Organism & Chromosome overhead: 0.08 secs)

---------------
Running generation 65..
..Gen 65 running complete. (Time: 88.81 secs).

Rank 1 - Fitness: 619, Migrations: 10, Preemptions: 609, NL: 0.9821, Exceeded Count: 0
Rank 2 - Fitness: 631, Migrations: 9, Preemptions: 622, NL: 0.9777, Exceeded Count: 0
Rank 3 - Fitness: 642, Migrations: 13, Preemptions: 629, NL: 0.9803, Exceeded Count: 0
Rank 4 - Fitness: 648, Migrations: 13, Preemptions: 585, NL: 0.9662, Exceeded Count: 1
Rank 5 - Fitness: 656, Migrations: 16, Preemptions: 590, NL: 0.9796, Exceeded Count: 1
AVERAGE - Fitness: 1389.15, Migrations: 14.4, Preemptions: 596.7, NL: 0.9550, Exceeded Count: 15.6

Elite: [Chrom4, Chrom52, Chrom32, Chrom2, Chrom21, Chrom60, Chrom57, Chrom73, Chrom42, Chrom12]
Mutating k1(Task 23) and k2(Task 11) in chromosome (55)
Mutating k1(Task 96) and k2(Task 29) in chromosome (55)
Mutating k1(Task 95) and k2(Task 62) in chromosome (55)
Mutating k1(Task 58) and k2(Task 24) in chromosome (55)
Mutating k1(Task 93) and k2(Task 23) in chromosome (75)
Mutating k1(Task 41) and k2(Task 95) in chromosome (75)
Mutating k1(Task 77) and k2(Task 52) in chromosome (75)
Mutating k1(Task 9) and k2(Task 83) in chromosome (75)
Mutating k1(Task 7) and k2(Task 60) in chromosome (75)

(Organism & Chromosome overhead: 0.07 secs)

---------------
Running generation 66..
..Gen 66 running complete. (Time: 83.94 secs).

Rank 1 - Fitness: 619, Migrations: 10, Preemptions: 609, NL: 0.9821, Exceeded Count: 0
Rank 2 - Fitness: 631, Migrations: 9, Preemptions: 622, NL: 0.9777, Exceeded Count: 0
Rank 3 - Fitness: 642, Migrations: 13, Preemptions: 629, NL: 0.9803, Exceeded Count: 0
Rank 4 - Fitness: 648, Migrations: 13, Preemptions: 585, NL: 0.9662, Exceeded Count: 1
Rank 5 - Fitness: 656, Migrations: 16, Preemptions: 590, NL: 0.9796, Exceeded Count: 1
AVERAGE - Fitness: 1375.03, Migrations: 14.2, Preemptions: 595.8, NL: 0.9548, Exceeded Count: 15.3

Elite: [Chrom4, Chrom52, Chrom32, Chrom2, Chrom21, Chrom60, Chrom57, Chrom73, Chrom42, Chrom12]
Mutating k1(Task 32) and k2(Task 99) in chromosome (55)
Mutating k1(Task 16) and k2(Task 92) in chromosome (55)
Mutating k1(Task 23) and k2(Task 1) in chromosome (55)
Mutating k1(Task 73) and k2(Task 98) in chromosome (55)
Mutating k1(Task 23) and k2(Task 77) in chromosome (55)
Mutating k1(Task 5) and k2(Task 50) in chromosome (86)
Mutating k1(Task 98) and k2(Task 36) in chromosome (86)
Mutating k1(Task 11) and k2(Task 5) in chromosome (86)
Mutating k1(Task 80) and k2(Task 2) in chromosome (68)
Mutating k1(Task 48) and k2(Task 80) in chromosome (68)
Mutating k1(Task 33) and k2(Task 2) in chromosome (68)
Mutating k1(Task 28) and k2(Task 88) in chromosome (68)
Mutating k1(Task 28) and k2(Task 50) in chromosome (68)
Mutating k1(Task 39) and k2(Task 88) in chromosome (77)
Mutating k1(Task 83) and k2(Task 20) in chromosome (77)

(Organism & Chromosome overhead: 0.07 secs)

---------------
Running generation 67..
..Gen 67 running complete. (Time: 95.14 secs).

Rank 1 - Fitness: 619, Migrations: 10, Preemptions: 609, NL: 0.9821, Exceeded Count: 0
Rank 2 - Fitness: 631, Migrations: 9, Preemptions: 622, NL: 0.9777, Exceeded Count: 0
Rank 3 - Fitness: 642, Migrations: 13, Preemptions: 629, NL: 0.9803, Exceeded Count: 0
Rank 4 - Fitness: 648, Migrations: 13, Preemptions: 585, NL: 0.9662, Exceeded Count: 1
Rank 5 - Fitness: 656, Migrations: 16, Preemptions: 590, NL: 0.9796, Exceeded Count: 1
AVERAGE - Fitness: 1369.95, Migrations: 14.4, Preemptions: 598.0, NL: 0.9549, Exceeded Count: 15.2

Elite: [Chrom4, Chrom52, Chrom32, Chrom2, Chrom21, Chrom60, Chrom57, Chrom73, Chrom42, Chrom15]

(Organism & Chromosome overhead: 0.09 secs)

---------------
Running generation 68..
..Gen 68 running complete. (Time: 88.90 secs).

Rank 1 - Fitness: 619, Migrations: 10, Preemptions: 609, NL: 0.9821, Exceeded Count: 0
Rank 2 - Fitness: 631, Migrations: 9, Preemptions: 622, NL: 0.9777, Exceeded Count: 0
Rank 3 - Fitness: 642, Migrations: 13, Preemptions: 629, NL: 0.9803, Exceeded Count: 0
Rank 4 - Fitness: 648, Migrations: 13, Preemptions: 585, NL: 0.9662, Exceeded Count: 1
Rank 5 - Fitness: 650, Migrations: 17, Preemptions: 583, NL: 0.9695, Exceeded Count: 1
AVERAGE - Fitness: 1354.16, Migrations: 14.8, Preemptions: 597.8, NL: 0.9555, Exceeded Count: 14.8

Elite: [Chrom4, Chrom52, Chrom32, Chrom2, Chrom54, Chrom21, Chrom60, Chrom57, Chrom73, Chrom42]
Mutating k1(Task 6) and k2(Task 8) in chromosome (29)
Mutating k1(Task 65) and k2(Task 81) in chromosome (29)
Mutating k1(Task 82) and k2(Task 70) in chromosome (29)
Mutating k1(Task 20) and k2(Task 80) in chromosome (29)
Mutating k1(Task 79) and k2(Task 1) in chromosome (29)
Mutating k1(Task 74) and k2(Task 29) in chromosome (35)
Mutating k1(Task 23) and k2(Task 48) in chromosome (35)
Mutating k1(Task 70) and k2(Task 40) in chromosome (35)
Mutating k1(Task 78) and k2(Task 95) in chromosome (35)
Mutating k1(Task 2) and k2(Task 11) in chromosome (35)

(Organism & Chromosome overhead: 0.07 secs)

---------------
Running generation 69..
..Gen 69 running complete. (Time: 87.53 secs).

Rank 1 - Fitness: 619, Migrations: 10, Preemptions: 609, NL: 0.9821, Exceeded Count: 0
Rank 2 - Fitness: 626, Migrations: 14, Preemptions: 612, NL: 0.9827, Exceeded Count: 0
Rank 3 - Fitness: 631, Migrations: 9, Preemptions: 622, NL: 0.9777, Exceeded Count: 0
Rank 4 - Fitness: 642, Migrations: 13, Preemptions: 629, NL: 0.9803, Exceeded Count: 0
Rank 5 - Fitness: 648, Migrations: 13, Preemptions: 585, NL: 0.9662, Exceeded Count: 1
AVERAGE - Fitness: 1330.54, Migrations: 14.4, Preemptions: 596.1, NL: 0.9563, Exceeded Count: 14.4

Elite: [Chrom4, Chrom88, Chrom52, Chrom32, Chrom2, Chrom54, Chrom21, Chrom60, Chrom57, Chrom73]
Mutating k1(Task 90) and k2(Task 6) in chromosome (3)
Mutating k1(Task 59) and k2(Task 50) in chromosome (3)
Mutating k1(Task 47) and k2(Task 94) in chromosome (3)

(Organism & Chromosome overhead: 0.10 secs)

---------------
Running generation 70..
..Gen 70 running complete. (Time: 76.44 secs).

Rank 1 - Fitness: 619, Migrations: 10, Preemptions: 609, NL: 0.9821, Exceeded Count: 0
Rank 2 - Fitness: 621, Migrations: 10, Preemptions: 611, NL: 0.9791, Exceeded Count: 0
Rank 3 - Fitness: 626, Migrations: 14, Preemptions: 612, NL: 0.9827, Exceeded Count: 0
Rank 4 - Fitness: 631, Migrations: 9, Preemptions: 622, NL: 0.9777, Exceeded Count: 0
Rank 5 - Fitness: 642, Migrations: 13, Preemptions: 629, NL: 0.9803, Exceeded Count: 0
AVERAGE - Fitness: 1321.41, Migrations: 15.1, Preemptions: 593.8, NL: 0.9564, Exceeded Count: 14.2

Elite: [Chrom4, Chrom48, Chrom88, Chrom52, Chrom32, Chrom2, Chrom54, Chrom21, Chrom60, Chrom57]
Mutating k1(Task 5) and k2(Task 99) in chromosome (29)
Mutating k1(Task 62) and k2(Task 66) in chromosome (29)
Mutating k1(Task 1) and k2(Task 73) in chromosome (29)
Mutating k1(Task 32) and k2(Task 97) in chromosome (1)
Mutating k1(Task 70) and k2(Task 17) in chromosome (1)
Mutating k1(Task 33) and k2(Task 42) in chromosome (1)
Mutating k1(Task 44) and k2(Task 13) in chromosome (1)
Mutating k1(Task 8) and k2(Task 73) in chromosome (1)
Mutating k1(Task 7) and k2(Task 70) in chromosome (5)
Mutating k1(Task 55) and k2(Task 73) in chromosome (5)
Mutating k1(Task 96) and k2(Task 81) in chromosome (5)
Mutating k1(Task 99) and k2(Task 43) in chromosome (64)
Mutating k1(Task 100) and k2(Task 66) in chromosome (64)

(Organism & Chromosome overhead: 0.07 secs)

---------------
Running generation 71..
..Gen 71 running complete. (Time: 89.20 secs).

Rank 1 - Fitness: 619, Migrations: 10, Preemptions: 609, NL: 0.9821, Exceeded Count: 0
Rank 2 - Fitness: 621, Migrations: 10, Preemptions: 611, NL: 0.9791, Exceeded Count: 0
Rank 3 - Fitness: 626, Migrations: 14, Preemptions: 612, NL: 0.9827, Exceeded Count: 0
Rank 4 - Fitness: 631, Migrations: 9, Preemptions: 622, NL: 0.9777, Exceeded Count: 0
Rank 5 - Fitness: 642, Migrations: 13, Preemptions: 629, NL: 0.9803, Exceeded Count: 0
AVERAGE - Fitness: 1267.73, Migrations: 14.3, Preemptions: 595.5, NL: 0.9579, Exceeded Count: 13.2

Elite: [Chrom4, Chrom48, Chrom88, Chrom52, Chrom32, Chrom2, Chrom54, Chrom21, Chrom60, Chrom57]
Mutating k1(Task 82) and k2(Task 10) in chromosome (66)
Mutating k1(Task 30) and k2(Task 11) in chromosome (66)
Mutating k1(Task 95) and k2(Task 85) in chromosome (62)
Mutating k1(Task 14) and k2(Task 30) in chromosome (63)
Mutating k1(Task 3) and k2(Task 80) in chromosome (63)
Mutating k1(Task 29) and k2(Task 15) in chromosome (63)
Mutating k1(Task 46) and k2(Task 44) in chromosome (63)
Mutating k1(Task 93) and k2(Task 21) in chromosome (63)
Mutating k1(Task 79) and k2(Task 99) in chromosome (14)
Mutating k1(Task 94) and k2(Task 5) in chromosome (14)

(Organism & Chromosome overhead: 0.13 secs)

---------------
Running generation 72..
..Gen 72 running complete. (Time: 90.45 secs).

Rank 1 - Fitness: 619, Migrations: 10, Preemptions: 609, NL: 0.9821, Exceeded Count: 0
Rank 2 - Fitness: 621, Migrations: 10, Preemptions: 611, NL: 0.9791, Exceeded Count: 0
Rank 3 - Fitness: 626, Migrations: 14, Preemptions: 612, NL: 0.9827, Exceeded Count: 0
Rank 4 - Fitness: 631, Migrations: 9, Preemptions: 622, NL: 0.9777, Exceeded Count: 0
Rank 5 - Fitness: 642, Migrations: 13, Preemptions: 629, NL: 0.9803, Exceeded Count: 0
AVERAGE - Fitness: 1266.53, Migrations: 14.7, Preemptions: 594.9, NL: 0.9581, Exceeded Count: 13.1

Elite: [Chrom4, Chrom48, Chrom88, Chrom52, Chrom32, Chrom2, Chrom54, Chrom21, Chrom60, Chrom8]

(Organism & Chromosome overhead: 0.07 secs)

---------------
Running generation 73..
..Gen 73 running complete. (Time: 77.37 secs).

Rank 1 - Fitness: 619, Migrations: 10, Preemptions: 609, NL: 0.9821, Exceeded Count: 0
Rank 2 - Fitness: 621, Migrations: 10, Preemptions: 611, NL: 0.9791, Exceeded Count: 0
Rank 3 - Fitness: 626, Migrations: 14, Preemptions: 612, NL: 0.9827, Exceeded Count: 0
Rank 4 - Fitness: 631, Migrations: 9, Preemptions: 622, NL: 0.9777, Exceeded Count: 0
Rank 5 - Fitness: 642, Migrations: 13, Preemptions: 629, NL: 0.9803, Exceeded Count: 0
AVERAGE - Fitness: 1233.96, Migrations: 14.2, Preemptions: 597.7, NL: 0.9589, Exceeded Count: 12.4

Elite: [Chrom4, Chrom48, Chrom88, Chrom52, Chrom32, Chrom2, Chrom54, Chrom21, Chrom60, Chrom8]
Mutating k1(Task 16) and k2(Task 20) in chromosome (40)

(Organism & Chromosome overhead: 0.15 secs)

---------------
Running generation 74..
..Gen 74 running complete. (Time: 100.22 secs).

Rank 1 - Fitness: 619, Migrations: 10, Preemptions: 609, NL: 0.9821, Exceeded Count: 0
Rank 2 - Fitness: 621, Migrations: 10, Preemptions: 611, NL: 0.9791, Exceeded Count: 0
Rank 3 - Fitness: 626, Migrations: 14, Preemptions: 612, NL: 0.9827, Exceeded Count: 0
Rank 4 - Fitness: 631, Migrations: 9, Preemptions: 622, NL: 0.9777, Exceeded Count: 0
Rank 5 - Fitness: 642, Migrations: 13, Preemptions: 629, NL: 0.9803, Exceeded Count: 0
AVERAGE - Fitness: 1205.49, Migrations: 13.8, Preemptions: 598.2, NL: 0.9599, Exceeded Count: 11.9

Elite: [Chrom4, Chrom48, Chrom88, Chrom52, Chrom32, Chrom2, Chrom54, Chrom21, Chrom60, Chrom8]
Mutating k1(Task 90) and k2(Task 74) in chromosome (11)
Mutating k1(Task 76) and k2(Task 42) in chromosome (11)
Mutating k1(Task 92) and k2(Task 12) in chromosome (11)
Mutating k1(Task 43) and k2(Task 25) in chromosome (11)
Mutating k1(Task 53) and k2(Task 78) in chromosome (11)
Mutating k1(Task 65) and k2(Task 17) in chromosome (83)
Mutating k1(Task 93) and k2(Task 37) in chromosome (83)
Mutating k1(Task 45) and k2(Task 76) in chromosome (83)
Mutating k1(Task 13) and k2(Task 59) in chromosome (83)
Mutating k1(Task 4) and k2(Task 60) in chromosome (83)
Mutating k1(Task 75) and k2(Task 54) in chromosome (65)
Mutating k1(Task 72) and k2(Task 37) in chromosome (65)
Mutating k1(Task 25) and k2(Task 37) in chromosome (65)
Mutating k1(Task 76) and k2(Task 26) in chromosome (74)
Mutating k1(Task 55) and k2(Task 39) in chromosome (74)
Mutating k1(Task 51) and k2(Task 84) in chromosome (40)
Mutating k1(Task 13) and k2(Task 84) in chromosome (40)
Mutating k1(Task 53) and k2(Task 79) in chromosome (40)

(Organism & Chromosome overhead: 0.14 secs)

---------------
Running generation 75..
..Gen 75 running complete. (Time: 80.25 secs).

Rank 1 - Fitness: 615, Migrations: 9, Preemptions: 606, NL: 0.9782, Exceeded Count: 0
Rank 2 - Fitness: 619, Migrations: 10, Preemptions: 609, NL: 0.9821, Exceeded Count: 0
Rank 3 - Fitness: 621, Migrations: 10, Preemptions: 611, NL: 0.9791, Exceeded Count: 0
Rank 4 - Fitness: 625, Migrations: 14, Preemptions: 611, NL: 0.9802, Exceeded Count: 0
Rank 5 - Fitness: 626, Migrations: 14, Preemptions: 612, NL: 0.9827, Exceeded Count: 0
AVERAGE - Fitness: 1215.97, Migrations: 13.4, Preemptions: 595.5, NL: 0.9597, Exceeded Count: 12.1

Elite: [Chrom73, Chrom4, Chrom48, Chrom66, Chrom88, Chrom52, Chrom32, Chrom2, Chrom54, Chrom21]
Mutating k1(Task 45) and k2(Task 94) in chromosome (60)
Mutating k1(Task 18) and k2(Task 28) in chromosome (60)
Mutating k1(Task 66) and k2(Task 40) in chromosome (31)
Mutating k1(Task 34) and k2(Task 75) in chromosome (31)
Mutating k1(Task 88) and k2(Task 66) in chromosome (31)
Mutating k1(Task 17) and k2(Task 98) in chromosome (31)
Mutating k1(Task 8) and k2(Task 7) in chromosome (67)
Mutating k1(Task 86) and k2(Task 16) in chromosome (58)
Mutating k1(Task 81) and k2(Task 53) in chromosome (58)
Mutating k1(Task 3) and k2(Task 41) in chromosome (60)
Mutating k1(Task 54) and k2(Task 79) in chromosome (60)
Mutating k1(Task 50) and k2(Task 59) in chromosome (60)
Mutating k1(Task 85) and k2(Task 83) in chromosome (60)

(Organism & Chromosome overhead: 0.11 secs)

===================================================
Simulating (FROG.py) on config (config_overhead_4_50_50.xml) 
with sim module (ga_simulator).
Chroms: 100, Gen: 75, ESC: 0.1 0.5 0.4, MR: 0.6
Selection: Roulette, MS: True, Crossover: OX2, Keep Elite: True
===================================================



---------------
Running generation 1..
..Gen 1 running complete. (Time: 73.72 secs).

Rank 1 - Fitness: 971, Migrations: 1, Preemptions: 320, NL: 0.9574, Exceeded Count: 13
Rank 2 - Fitness: 992, Migrations: 5, Preemptions: 337, NL: 0.9622, Exceeded Count: 13
Rank 3 - Fitness: 1071, Migrations: 5, Preemptions: 366, NL: 0.9646, Exceeded Count: 14
Rank 4 - Fitness: 1113, Migrations: 9, Preemptions: 354, NL: 0.9619, Exceeded Count: 15
Rank 5 - Fitness: 1149, Migrations: 1, Preemptions: 348, NL: 0.9557, Exceeded Count: 16
AVERAGE - Fitness: 1892.45, Migrations: 5.0, Preemptions: 338.9, NL: 0.9380, Exceeded Count: 31.0

Elite: [Chrom49, Chrom5, Chrom43, Chrom85, Chrom18, Chrom21, Chrom2, Chrom34, Chrom46, Chrom76]
Mutating k1(Task 18) and k2(Task 86) in chromosome (83)
Mutating k1(Task 31) and k2(Task 78) in chromosome (83)
Mutating k1(Task 91) and k2(Task 47) in chromosome (83)
Mutating k1(Task 85) and k2(Task 44) in chromosome (25)
Mutating k1(Task 10) and k2(Task 55) in chromosome (25)
Mutating k1(Task 59) and k2(Task 6) in chromosome (25)
Mutating k1(Task 95) and k2(Task 5) in chromosome (10)

(Organism & Chromosome overhead: 0.06 secs)

---------------
Running generation 2..
..Gen 2 running complete. (Time: 90.77 secs).

Rank 1 - Fitness: 937, Migrations: 3, Preemptions: 334, NL: 0.9645, Exceeded Count: 12
Rank 2 - Fitness: 971, Migrations: 1, Preemptions: 320, NL: 0.9574, Exceeded Count: 13
Rank 3 - Fitness: 992, Migrations: 5, Preemptions: 337, NL: 0.9622, Exceeded Count: 13
Rank 4 - Fitness: 992, Migrations: 5, Preemptions: 337, NL: 0.9620, Exceeded Count: 13
Rank 5 - Fitness: 992, Migrations: 8, Preemptions: 334, NL: 0.9637, Exceeded Count: 13
AVERAGE - Fitness: 1899.99, Migrations: 4.9, Preemptions: 339.1, NL: 0.9382, Exceeded Count: 31.1

Elite: [Chrom27, Chrom49, Chrom5, Chrom60, Chrom71, Chrom43, Chrom85, Chrom18, Chrom39, Chrom45]
Mutating k1(Task 1) and k2(Task 76) in chromosome (98)
Mutating k1(Task 22) and k2(Task 12) in chromosome (98)
Mutating k1(Task 58) and k2(Task 28) in chromosome (34)
Mutating k1(Task 87) and k2(Task 73) in chromosome (34)
Mutating k1(Task 7) and k2(Task 63) in chromosome (34)
Mutating k1(Task 40) and k2(Task 22) in chromosome (34)

(Organism & Chromosome overhead: 0.07 secs)

---------------
Running generation 3..
..Gen 3 running complete. (Time: 75.56 secs).

Rank 1 - Fitness: 850, Migrations: 6, Preemptions: 344, NL: 0.9652, Exceeded Count: 10
Rank 2 - Fitness: 892, Migrations: 6, Preemptions: 336, NL: 0.9621, Exceeded Count: 11
Rank 3 - Fitness: 937, Migrations: 3, Preemptions: 334, NL: 0.9645, Exceeded Count: 12
Rank 4 - Fitness: 971, Migrations: 1, Preemptions: 320, NL: 0.9574, Exceeded Count: 13
Rank 5 - Fitness: 992, Migrations: 5, Preemptions: 337, NL: 0.9622, Exceeded Count: 13
AVERAGE - Fitness: 1907.0, Migrations: 4.8, Preemptions: 338.7, NL: 0.9378, Exceeded Count: 31.3

Elite: [Chrom88, Chrom38, Chrom27, Chrom49, Chrom5, Chrom60, Chrom71, Chrom29, Chrom43, Chrom85]
Mutating k1(Task 76) and k2(Task 35) in chromosome (37)
Mutating k1(Task 2) and k2(Task 41) in chromosome (37)
Mutating k1(Task 10) and k2(Task 56) in chromosome (37)
Mutating k1(Task 57) and k2(Task 50) in chromosome (37)
Mutating k1(Task 24) and k2(Task 47) in chromosome (37)

(Organism & Chromosome overhead: 0.19 secs)

---------------
Running generation 4..
..Gen 4 running complete. (Time: 83.65 secs).

Rank 1 - Fitness: 648, Migrations: 6, Preemptions: 342, NL: 0.9693, Exceeded Count: 6
Rank 2 - Fitness: 850, Migrations: 6, Preemptions: 344, NL: 0.9652, Exceeded Count: 10
Rank 3 - Fitness: 892, Migrations: 6, Preemptions: 336, NL: 0.9621, Exceeded Count: 11
Rank 4 - Fitness: 937, Migrations: 3, Preemptions: 334, NL: 0.9645, Exceeded Count: 12
Rank 5 - Fitness: 971, Migrations: 1, Preemptions: 320, NL: 0.9574, Exceeded Count: 13
AVERAGE - Fitness: 1818.11, Migrations: 5.2, Preemptions: 338.4, NL: 0.9397, Exceeded Count: 29.5

Elite: [Chrom7, Chrom88, Chrom38, Chrom27, Chrom49, Chrom1, Chrom5, Chrom60, Chrom71, Chrom39]

(Organism & Chromosome overhead: 0.08 secs)

---------------
Running generation 5..
..Gen 5 running complete. (Time: 71.78 secs).

Rank 1 - Fitness: 648, Migrations: 6, Preemptions: 342, NL: 0.9693, Exceeded Count: 6
Rank 2 - Fitness: 829, Migrations: 4, Preemptions: 325, NL: 0.9617, Exceeded Count: 10
Rank 3 - Fitness: 835, Migrations: 4, Preemptions: 331, NL: 0.9650, Exceeded Count: 10
Rank 4 - Fitness: 850, Migrations: 6, Preemptions: 344, NL: 0.9652, Exceeded Count: 10
Rank 5 - Fitness: 892, Migrations: 6, Preemptions: 336, NL: 0.9621, Exceeded Count: 11
